Standard time,Weekend,Floating holiday,Easter,Births
1979.4052019165,0,0,0,298
1979.4079397673,0,0,0,289
1979.4106776181,0,0,0,332
1979.4134154689,0,0,0,287
1979.4161533197,1,0,0,232
1979.4188911704,1,0,0,224
1979.4216290212,0,0,0,301
1979.424366872,0,0,0,308
1979.4271047228,0,0,0,288
1979.4298425736,0,0,0,303
1979.4325804244,0,0,0,307
1979.4353182752,1,0,0,260
1979.4380561259,1,0,0,219
1979.4407939767,0,0,0,322
1979.4435318275,0,0,0,284
1979.4462696783,0,0,0,306
1979.4490075291,0,0,0,275
1979.4517453799,0,0,0,262
1979.4544832307,1,0,0,240
1979.4572210815,1,0,0,248
1979.4599589322,0,0,0,289
1979.462696783,0,0,0,316
1979.4654346338,0,0,0,284
1979.4681724846,0,0,0,345
1979.4709103354,0,0,0,324
1979.4736481862,1,0,0,224
1979.476386037,1,0,0,217
1979.4791238878,0,0,0,241
1979.4818617385,0,0,0,310
1979.4845995893,0,0,0,298
1979.4873374401,0,0,0,339
1979.4900752909,0,0,0,313
1979.4928131417,1,0,0,252
1979.4955509925,1,0,0,207
1979.4982888433,0,0,0,235
1979.5010266941,0,0,0,313
1979.5037645448,0,0,0,307
1979.5065023956,0,0,0,317
1979.5092402464,0,0,0,322
1979.5119780972,1,0,0,269
1979.514715948,1,0,0,218
1979.5174537988,0,0,0,273
1979.5201916496,0,0,0,327
1979.5229295004,0,0,0,318
1979.5256673511,0,0,0,318
1979.5284052019,0,0,0,324
1979.5311430527,1,0,0,228
1979.5338809035,1,0,0,231
1979.5366187543,0,0,0,260
1979.5393566051,0,0,0,309
1979.5420944559,0,0,0,298
1979.5448323066,0,0,0,311
1979.5475701574,0,0,0,266
1979.5503080082,1,0,0,227
1979.553045859,1,0,0,178
1979.5557837098,0,0,0,314
1979.5585215606,0,0,0,335
1979.5612594114,0,0,0,294
1979.5639972622,0,0,0,299
1979.5667351129,0,0,0,272
1979.5694729637,1,0,0,234
1979.5722108145,1,0,0,195
1979.5749486653,0,0,0,279
1979.5776865161,0,0,0,285
1979.5804243669,0,0,0,286
1979.5831622177,0,0,0,278
1979.5859000685,0,0,0,288
1979.5886379192,1,0,0,222
1979.59137577,1,0,0,216
1979.5941136208,0,0,0,295
1979.5968514716,0,0,0,264
1979.5995893224,0,0,0,294
1979.6023271732,0,0,0,304
1979.605065024,0,0,0,305
1979.6078028748,1,0,0,228
1979.6105407255,1,0,0,216
1979.6132785763,0,0,0,260
1979.6160164271,0,0,0,276
1979.6187542779,0,0,0,305
1979.6214921287,0,0,0,290
1979.6242299795,0,0,0,294
1979.6269678303,1,0,0,249
1979.629705681,1,0,0,223
1979.6324435318,0,0,0,279
1979.6351813826,0,0,0,312
1979.6379192334,0,0,0,297
1979.6406570842,0,0,0,284
1979.643394935,0,0,0,317
1979.6461327858,1,0,0,248
1979.6488706366,1,0,0,202
1979.6516084873,0,0,0,259
1979.6543463381,0,0,0,297
1979.6570841889,0,0,0,249
1979.6598220397,0,0,0,295
1979.6625598905,0,0,0,275
1979.6652977413,1,0,0,204
1979.6680355921,1,0,0,199
1979.6707734429,0,1,0,226
1979.6735112936,0,0,0,280
1979.6762491444,0,0,0,301
1979.6789869952,0,0,0,329
1979.681724846,0,0,0,307
1979.6844626968,1,0,0,208
1979.6872005476,1,0,0,222
1979.6899383984,0,0,0,298
1979.6926762492,0,0,0,329
1979.6954140999,0,0,0,320
1979.6981519507,0,0,0,305
1979.7008898015,0,0,0,327
1979.7036276523,1,0,0,226
1979.7063655031,1,0,0,251
1979.7091033539,0,0,0,281
1979.7118412047,0,0,0,365
1979.7145790555,0,0,0,311
1979.7173169062,0,0,0,332
1979.720054757,0,0,0,305
1979.7227926078,1,0,0,277
1979.7255304586,1,0,0,210
1979.7282683094,0,0,0,309
1979.7310061602,0,0,0,347
1979.733744011,0,0,0,338
1979.7364818617,0,0,0,358
1979.7392197125,0,0,0,344
1979.7419575633,1,0,0,243
1979.7446954141,1,0,0,233
1979.7474332649,0,0,0,265
1979.7501711157,0,0,0,300
1979.7529089665,0,0,0,278
1979.7556468173,0,0,0,328
1979.758384668,0,0,0,286
1979.7611225188,1,0,0,246
1979.7638603696,1,0,0,240
1979.7665982204,0,1,0,229
1979.7693360712,0,0,0,275
1979.772073922,0,0,0,259
1979.7748117728,0,0,0,292
1979.7775496236,0,0,0,311
1979.7802874743,1,0,0,230
1979.7830253251,1,0,0,234
1979.7857631759,0,0,0,276
1979.7885010267,0,0,0,281
1979.7912388775,0,0,0,313
1979.7939767283,0,0,0,285
1979.7967145791,0,0,0,275
1979.7994524299,1,0,0,224
1979.8021902806,1,0,0,203
1979.8049281314,0,0,0,266
1979.8076659822,0,0,0,294
1979.810403833,0,0,0,275
1979.8131416838,0,0,0,273
1979.8158795346,0,0,0,279
1979.8186173854,1,0,0,230
1979.8213552361,1,0,0,202
1979.8240930869,0,0,0,270
1979.8268309377,0,0,0,283
1979.8295687885,0,0,0,285
1979.8323066393,0,0,0,258
1979.8350444901,0,0,0,257
1979.8377823409,1,0,0,227
1979.8405201917,1,0,0,214
1979.8432580424,0,0,0,242
1979.8459958932,0,0,0,305
1979.848733744,0,0,0,284
1979.8514715948,0,0,0,316
1979.8542094456,0,0,0,288
1979.8569472964,1,0,0,254
1979.8596851472,1,0,0,221
1979.862422998,0,0,0,295
1979.8651608487,0,0,0,260
1979.8678986995,0,0,0,288
1979.8706365503,0,0,0,270
1979.8733744011,0,0,0,245
1979.8761122519,1,0,0,201
1979.8788501027,1,0,0,222
1979.8815879535,0,0,0,263
1979.8843258043,0,0,0,288
1979.887063655,0,0,0,248
1979.8898015058,0,0,0,249
1979.8925393566,0,0,0,280
1979.8952772074,1,0,0,199
1979.8980150582,1,0,0,189
1979.900752909,0,0,0,279
1979.9034907598,0,0,0,285
1979.9062286105,0,0,0,262
1979.9089664613,0,0,0,294
1979.9117043121,0,0,0,256
1979.9144421629,1,0,0,206
1979.9171800137,1,0,0,176
1979.9199178645,0,0,0,227
1979.9226557153,0,0,0,277
1979.9253935661,0,0,0,297
1979.9281314168,0,0,0,276
1979.9308692676,0,0,0,277
1979.9336071184,1,0,0,206
1979.9363449692,1,0,0,221
1979.93908282,0,0,0,257
1979.9418206708,0,0,0,273
1979.9445585216,0,0,0,267
1979.9472963724,0,0,0,272
1979.9500342231,0,0,0,254
1979.9527720739,1,0,0,222
1979.9555099247,1,0,0,205
1979.9582477755,0,0,0,267
1979.9609856263,0,0,0,296
1979.9637234771,0,0,0,282
1979.9664613279,0,0,0,276
1979.9691991787,0,0,0,275
1979.9719370294,1,0,0,186
1979.9746748802,1,0,0,189
1979.977412731,0,0,0,206
1979.9801505818,0,0,0,192
1979.9828884326,0,0,0,221
1979.9856262834,0,0,0,285
1979.9883641342,0,0,0,327
1979.991101985,1,0,0,226
1979.9938398357,1,0,0,213
1979.9965776865,0,0,0,230
1980,0,0,0,208
1980.0027378508,0,0,0,229
1980.0054757016,0,0,0,291
1980.0082135524,0,0,0,273
1980.0109514032,1,0,0,226
1980.0136892539,1,0,0,216
1980.0164271047,0,0,0,225
1980.0191649555,0,0,0,284
1980.0219028063,0,0,0,279
1980.0246406571,0,0,0,241
1980.0273785079,0,0,0,267
1980.0301163587,1,0,0,211
1980.0328542095,1,0,0,202
1980.0355920602,0,0,0,268
1980.038329911,0,0,0,264
1980.0410677618,0,0,0,270
1980.0438056126,0,0,0,302
1980.0465434634,0,0,0,286
1980.0492813142,1,0,0,218
1980.052019165,1,0,0,201
1980.0547570158,0,0,0,276
1980.0574948665,0,0,0,278
1980.0602327173,0,0,0,244
1980.0629705681,0,0,0,243
1980.0657084189,0,0,0,267
1980.0684462697,1,0,0,220
1980.0711841205,1,0,0,212
1980.0739219713,0,0,0,247
1980.076659822,0,0,0,280
1980.0793976728,0,0,0,251
1980.0821355236,0,0,0,259
1980.0848733744,0,0,0,265
1980.0876112252,1,0,0,219
1980.090349076,1,0,0,207
1980.0930869268,0,0,0,282
1980.0958247776,0,0,0,269
1980.0985626283,0,0,0,253
1980.1013004791,0,0,0,306
1980.1040383299,0,0,0,264
1980.1067761807,1,0,0,213
1980.1095140315,1,0,0,207
1980.1122518823,0,0,0,242
1980.1149897331,0,0,0,310
1980.1177275839,0,0,0,246
1980.1204654346,0,0,0,300
1980.1232032854,0,0,0,279
1980.1259411362,1,0,0,220
1980.128678987,1,0,0,234
1980.1314168378,0,0,0,262
1980.1341546886,0,0,0,316
1980.1368925394,0,0,0,285
1980.1396303902,0,0,0,328
1980.1423682409,0,0,0,255
1980.1451060917,1,0,0,223
1980.1478439425,1,0,0,215
1980.1505817933,0,0,0,264
1980.1533196441,0,0,0,314
1980.1560574949,0,0,0,317
1980.1587953457,0,0,0,312
1980.1615331964,0,0,0,255
1980.1642710472,1,0,0,250
1980.167008898,1,0,0,215
1980.1697467488,0,0,0,236
1980.1724845996,0,0,0,284
1980.1752224504,0,0,0,285
1980.1779603012,0,0,0,298
1980.180698152,0,0,0,282
1980.1834360027,1,0,0,243
1980.1861738535,1,0,0,248
1980.1889117043,0,0,0,284
1980.1916495551,0,0,0,289
1980.1943874059,0,0,0,291
1980.1971252567,0,0,0,285
1980.1998631075,0,0,0,271
1980.2026009583,1,0,0,235
1980.205338809,1,0,0,220
1980.2080766598,0,0,0,304
1980.2108145106,0,0,0,297
1980.2135523614,0,0,0,311
1980.2162902122,0,0,0,275
1980.219028063,0,0,0,296
1980.2217659138,1,0,0,261
1980.2245037646,1,0,0,257
1980.2272416153,0,0,0,298
1980.2299794661,0,0,0,300
1980.2327173169,0,0,0,293
1980.2354551677,0,0,0,290
1980.2381930185,0,0,0,273
1980.2409308693,1,0,0,242
1980.2436687201,1,0,0,214
1980.2464065709,0,0,0,278
1980.2491444216,0,0,0,323
1980.2518822724,0,0,0,333
1980.2546201232,0,0,0,328
1980.257357974,0,0,1,251
1980.2600958248,1,0,1,225
1980.2628336756,1,0,1,217
1980.2655715264,0,0,1,248
1980.2683093771,0,0,0,298
1980.2710472279,0,0,0,294
1980.2737850787,0,0,0,326
1980.2765229295,0,0,0,295
1980.2792607803,1,0,0,279
1980.2819986311,1,0,0,227
1980.2847364819,0,0,0,296
1980.2874743327,0,0,0,284
1980.2902121834,0,0,0,315
1980.2929500342,0,0,0,296
1980.295687885,0,0,0,291
1980.2984257358,1,0,0,234
1980.3011635866,1,0,0,220
1980.3039014374,0,0,0,298
1980.3066392882,0,0,0,305
1980.309377139,0,0,0,276
1980.3121149897,0,0,0,329
1980.3148528405,0,0,0,296
1980.3175906913,1,0,0,245
1980.3203285421,1,0,0,232
1980.3230663929,0,0,0,294
1980.3258042437,0,0,0,325
1980.3285420945,0,0,0,325
1980.3312799453,0,0,0,304
1980.334017796,0,0,0,292
1980.3367556468,1,0,0,215
1980.3394934976,1,0,0,237
1980.3422313484,0,0,0,293
1980.3449691992,0,0,0,259
1980.34770705,0,0,0,270
1980.3504449008,0,0,0,300
1980.3531827515,0,0,0,280
1980.3559206023,1,0,0,245
1980.3586584531,1,0,0,241
1980.3613963039,0,0,0,297
1980.3641341547,0,0,0,314
1980.3668720055,0,0,0,324
1980.3696098563,0,0,0,318
1980.3723477071,0,0,0,277
1980.3750855578,1,0,0,213
1980.3778234086,1,0,0,233
1980.3805612594,0,1,0,267
1980.3832991102,0,0,0,306
1980.386036961,0,0,0,319
1980.3887748118,0,0,0,326
1980.3915126626,0,0,0,339
1980.3942505134,1,0,0,250
1980.3969883641,1,0,0,233
1980.3997262149,0,0,0,307
1980.4024640657,0,0,0,284
1980.4052019165,0,0,0,306
1980.4079397673,0,0,0,282
1980.4106776181,0,0,0,291
1980.4134154689,1,0,0,232
1980.4161533197,1,0,0,227
1980.4188911704,0,0,0,312
1980.4216290212,0,0,0,333
1980.424366872,0,0,0,312
1980.4271047228,0,0,0,312
1980.4298425736,0,0,0,291
1980.4325804244,1,0,0,226
1980.4353182752,1,0,0,216
1980.438056126,0,0,0,281
1980.4407939767,0,0,0,301
1980.4435318275,0,0,0,255
1980.4462696783,0,0,0,320
1980.4490075291,0,0,0,246
1980.4517453799,1,0,0,227
1980.4544832307,1,0,0,225
1980.4572210815,0,0,0,279
1980.4599589322,0,0,0,284
1980.462696783,0,0,0,284
1980.4654346338,0,0,0,288
1980.4681724846,0,0,0,301
1980.4709103354,1,0,0,248
1980.4736481862,1,0,0,223
1980.476386037,0,0,0,292
1980.4791238878,0,0,0,251
1980.4818617385,0,0,0,301
1980.4845995893,0,0,0,346
1980.4873374401,0,0,0,339
1980.4900752909,1,0,0,247
1980.4928131417,1,0,0,200
1980.4955509925,0,0,0,259
1980.4982888433,0,0,0,250
1980.5010266941,0,0,0,283
1980.5037645448,0,0,0,329
1980.5065023956,0,0,0,313
1980.5092402464,1,0,0,218
1980.5119780972,1,0,0,244
1980.514715948,0,0,0,253
1980.5174537988,0,0,0,325
1980.5201916496,0,0,0,272
1980.5229295004,0,0,0,328
1980.5256673511,0,0,0,306
1980.5284052019,1,0,0,248
1980.5311430527,1,0,0,194
1980.5338809035,0,0,0,257
1980.5366187543,0,0,0,292
1980.5393566051,0,0,0,258
1980.5420944559,0,0,0,302
1980.5448323066,0,0,0,283
1980.5475701574,1,0,0,240
1980.5503080082,1,0,0,230
1980.553045859,0,0,0,296
1980.5557837098,0,0,0,289
1980.5585215606,0,0,0,280
1980.5612594114,0,0,0,294
1980.5639972622,0,0,0,310
1980.5667351129,1,0,0,223
1980.5694729637,1,0,0,213
1980.5722108145,0,0,0,275
1980.5749486653,0,0,0,260
1980.5776865161,0,0,0,299
1980.5804243669,0,0,0,262
1980.5831622177,0,0,0,323
1980.5859000685,1,0,0,224
1980.5886379192,1,0,0,193
1980.59137577,0,0,0,239
1980.5941136208,0,0,0,301
1980.5968514716,0,0,0,268
1980.5995893224,0,0,0,264
1980.6023271732,0,0,0,261
1980.605065024,1,0,0,230
1980.6078028748,1,0,0,217
1980.6105407255,0,0,0,250
1980.6132785763,0,0,0,328
1980.6160164271,0,0,0,307
1980.6187542779,0,0,0,294
1980.6214921287,0,0,0,302
1980.6242299795,1,0,0,208
1980.6269678303,1,0,0,198
1980.629705681,0,0,0,255
1980.6324435318,0,0,0,302
1980.6351813826,0,0,0,249
1980.6379192334,0,0,0,278
1980.6406570842,0,0,0,314
1980.643394935,1,0,0,265
1980.6461327858,1,0,0,203
1980.6488706366,0,0,0,309
1980.6516084873,0,0,0,290
1980.6543463381,0,0,0,310
1980.6570841889,0,0,0,275
1980.6598220397,0,0,0,285
1980.6625598905,1,0,0,247
1980.6652977413,1,0,0,198
1980.6680355921,0,1,0,224
1980.6707734429,0,0,0,241
1980.6735112936,0,0,0,286
1980.6762491444,0,0,0,277
1980.6789869952,0,0,0,308
1980.681724846,1,0,0,232
1980.6844626968,1,0,0,206
1980.6872005476,0,0,0,248
1980.6899383984,0,0,0,307
1980.6926762492,0,0,0,270
1980.6954140999,0,0,0,305
1980.6981519507,0,0,0,281
1980.7008898015,1,0,0,211
1980.7036276523,1,0,0,260
1980.7063655031,0,0,0,298
1980.7091033539,0,0,0,323
1980.7118412047,0,0,0,350
1980.7145790555,0,0,0,287
1980.7173169062,0,0,0,341
1980.720054757,1,0,0,218
1980.7227926078,1,0,0,246
1980.7255304586,0,0,0,320
1980.7282683094,0,0,0,339
1980.7310061602,0,0,0,336
1980.733744011,0,0,0,334
1980.7364818617,0,0,0,333
1980.7392197125,1,0,0,231
1980.7419575633,1,0,0,222
1980.7446954141,0,0,0,317
1980.7474332649,0,0,0,366
1980.7501711157,0,0,0,283
1980.7529089665,0,0,0,312
1980.7556468173,0,0,0,279
1980.758384668,1,0,0,230
1980.7611225188,1,0,0,195
1980.7638603696,0,0,0,300
1980.7665982204,0,0,0,299
1980.7693360712,0,0,0,268
1980.772073922,0,0,0,313
1980.7748117728,0,0,0,299
1980.7775496236,1,0,0,222
1980.7802874743,1,0,0,215
1980.7830253251,0,1,0,237
1980.7857631759,0,0,0,277
1980.7885010267,0,0,0,288
1980.7912388775,0,0,0,276
1980.7939767283,0,0,0,252
1980.7967145791,1,0,0,221
1980.7994524299,1,0,0,219
1980.8021902806,0,0,0,284
1980.8049281314,0,0,0,332
1980.8076659822,0,0,0,259
1980.810403833,0,0,0,281
1980.8131416838,0,0,0,268
1980.8158795346,1,0,0,208
1980.8186173854,1,0,0,231
1980.8213552361,0,0,0,260
1980.8240930869,0,0,0,282
1980.8268309377,0,0,0,276
1980.8295687885,0,0,0,267
1980.8323066393,0,0,0,231
1980.8350444901,1,0,0,231
1980.8377823409,1,0,0,213
1980.8405201917,0,0,0,216
1980.8432580424,0,0,0,247
1980.8459958932,0,0,0,273
1980.848733744,0,0,0,296
1980.8514715948,0,0,0,251
1980.8542094456,1,0,0,222
1980.8569472964,1,0,0,179
1980.8596851472,0,0,0,233
1980.862422998,0,0,0,285
1980.8651608487,0,0,0,289
1980.8678986995,0,0,0,281
1980.8706365503,0,0,0,254
1980.8733744011,1,0,0,225
1980.8761122519,1,0,0,176
1980.8788501027,0,0,0,279
1980.8815879535,0,0,0,270
1980.8843258043,0,0,0,279
1980.887063655,0,0,0,273
1980.8898015058,0,0,0,273
1980.8925393566,1,0,0,172
1980.8952772074,1,0,0,188
1980.8980150582,0,0,0,267
1980.900752909,0,0,0,261
1980.9034907598,0,0,0,316
1980.9062286105,0,0,0,252
1980.9089664613,0,0,0,257
1980.9117043121,1,0,0,214
1980.9144421629,1,0,0,183
1980.9171800137,0,0,0,270
1980.9199178645,0,0,0,257
1980.9226557153,0,0,0,256
1980.9253935661,0,0,0,252
1980.9281314168,0,0,0,267
1980.9308692676,1,0,0,193
1980.9336071184,1,0,0,173
1980.9363449692,0,0,0,261
1980.93908282,0,0,0,254
1980.9418206708,0,0,0,248
1980.9445585216,0,0,0,273
1980.9472963724,0,0,0,254
1980.9500342231,1,0,0,212
1980.9527720739,1,0,0,188
1980.9555099247,0,0,0,273
1980.9582477755,0,0,0,286
1980.9609856263,0,0,0,268
1980.9637234771,0,0,0,285
1980.9664613279,0,0,0,310
1980.9691991787,1,0,0,205
1980.9719370294,1,0,0,190
1980.9746748802,0,0,0,263
1980.977412731,0,0,0,263
1980.9801505818,0,0,0,232
1980.9828884326,0,0,0,168
1980.9856262834,0,0,0,216
1980.9883641342,1,0,0,207
1980.991101985,1,0,0,213
1980.9938398357,0,0,0,278
1980.9965776865,0,0,0,286
1980.9993155373,0,0,0,281
1981,0,0,0,211
1981.0027378508,0,0,0,254
1981.0054757016,1,0,0,196
1981.0082135524,1,0,0,232
1981.0109514032,0,0,0,282
1981.0136892539,0,0,0,289
1981.0164271047,0,0,0,279
1981.0191649555,0,0,0,242
1981.0219028063,0,0,0,294
1981.0246406571,1,0,0,203
1981.0273785079,1,0,0,208
1981.0301163587,0,0,0,265
1981.0328542095,0,0,0,273
1981.0355920602,0,0,0,247
1981.038329911,0,0,0,251
1981.0410677618,0,0,0,247
1981.0438056126,1,0,0,234
1981.0465434634,1,0,0,218
1981.0492813142,0,0,0,267
1981.052019165,0,0,0,280
1981.0547570158,0,0,0,272
1981.0574948665,0,0,0,260
1981.0602327173,0,0,0,273
1981.0629705681,1,0,0,176
1981.0657084189,1,0,0,204
1981.0684462697,0,0,0,247
1981.0711841205,0,0,0,275
1981.0739219713,0,0,0,285
1981.076659822,0,0,0,279
1981.0793976728,0,0,0,273
1981.0821355236,1,0,0,211
1981.0848733744,1,0,0,183
1981.0876112252,0,0,0,279
1981.090349076,0,0,0,255
1981.0930869268,0,0,0,276
1981.0958247776,0,0,0,260
1981.0985626283,0,0,0,298
1981.1013004791,1,0,0,212
1981.1040383299,1,0,0,203
1981.1067761807,0,0,0,266
1981.1095140315,0,0,0,290
1981.1122518823,0,0,0,277
1981.1149897331,0,0,0,291
1981.1177275839,0,0,0,253
1981.1204654346,1,0,0,185
1981.1232032854,1,0,0,212
1981.1259411362,0,0,0,258
1981.128678987,0,0,0,309
1981.1314168378,0,0,0,281
1981.1341546886,0,0,0,276
1981.1368925394,0,0,0,276
1981.1396303902,1,0,0,214
1981.1423682409,1,0,0,234
1981.1451060917,0,0,0,279
1981.1478439425,0,0,0,300
1981.1505817933,0,0,0,299
1981.1533196441,0,0,0,298
1981.1560574949,0,0,0,278
1981.1587953457,1,0,0,224
1981.1615331964,1,0,0,232
1981.1642710472,0,0,0,276
1981.167008898,0,0,0,301
1981.1697467488,0,0,0,264
1981.1724845996,0,0,0,286
1981.1752224504,0,0,0,318
1981.1779603012,1,0,0,233
1981.180698152,1,0,0,233
1981.1834360027,0,0,0,285
1981.1861738535,0,0,0,301
1981.1889117043,0,0,0,279
1981.1916495551,0,0,0,312
1981.1943874059,0,0,0,305
1981.1971252567,1,0,0,225
1981.1998631075,1,0,0,186
1981.2026009583,0,0,0,287
1981.205338809,0,0,0,306
1981.2080766598,0,0,0,336
1981.2108145106,0,0,0,295
1981.2135523614,0,0,0,290
1981.2162902122,1,0,0,223
1981.219028063,1,0,0,221
1981.2217659138,0,0,0,325
1981.2245037646,0,0,0,298
1981.2272416153,0,0,0,279
1981.2299794661,0,0,0,305
1981.2327173169,0,0,0,324
1981.2354551677,1,0,0,209
1981.2381930185,1,0,0,224
1981.2409308693,0,0,0,298
1981.2436687201,0,0,0,340
1981.2464065709,0,0,0,306
1981.2491444216,0,0,0,298
1981.2518822724,0,0,0,300
1981.2546201232,1,0,0,244
1981.257357974,1,0,0,224
1981.2600958248,0,0,0,317
1981.2628336756,0,0,0,305
1981.2655715264,0,0,0,292
1981.2683093771,0,0,0,311
1981.2710472279,0,0,0,324
1981.2737850787,1,0,0,210
1981.2765229295,1,0,0,206
1981.2792607803,0,0,0,256
1981.2819986311,0,0,0,302
1981.2847364819,0,0,0,291
1981.2874743327,0,0,0,341
1981.2902121834,0,0,1,290
1981.2929500342,1,0,1,222
1981.295687885,1,0,1,207
1981.2984257358,0,0,1,265
1981.3011635866,0,0,0,309
1981.3039014374,0,0,0,303
1981.3066392882,0,0,0,330
1981.309377139,0,0,0,344
1981.3121149897,1,0,0,254
1981.3148528405,1,0,0,230
1981.3175906913,0,0,0,288
1981.3203285421,0,0,0,298
1981.3230663929,0,0,0,308
1981.3258042437,0,0,0,288
1981.3285420945,0,0,0,284
1981.3312799453,1,0,0,210
1981.334017796,1,0,0,233
1981.3367556468,0,0,0,311
1981.3394934976,0,0,0,311
1981.3422313484,0,0,0,311
1981.3449691992,0,0,0,289
1981.34770705,0,0,0,322
1981.3504449008,1,0,0,225
1981.3531827515,1,0,0,228
1981.3559206023,0,0,0,273
1981.3586584531,0,0,0,295
1981.3613963039,0,0,0,283
1981.3641341547,0,0,0,314
1981.3668720055,0,0,0,293
1981.3696098563,1,0,0,198
1981.3723477071,1,0,0,203
1981.3750855578,0,1,0,255
1981.3778234086,0,0,0,303
1981.3805612594,0,0,0,298
1981.3832991102,0,0,0,300
1981.386036961,0,0,0,305
1981.3887748118,1,0,0,250
1981.3915126626,1,0,0,199
1981.3942505134,0,0,0,276
1981.3969883641,0,0,0,276
1981.3997262149,0,0,0,275
1981.4024640657,0,0,0,297
1981.4052019165,0,0,0,287
1981.4079397673,1,0,0,222
1981.4106776181,1,0,0,201
1981.4134154689,0,0,0,272
1981.4161533197,0,0,0,281
1981.4188911704,0,0,0,260
1981.4216290212,0,0,0,299
1981.424366872,0,0,0,265
1981.4271047228,1,0,0,264
1981.4298425736,1,0,0,212
1981.4325804244,0,0,0,296
1981.4353182752,0,0,0,296
1981.4380561259,0,0,0,284
1981.4407939767,0,0,0,277
1981.4435318275,0,0,0,296
1981.4462696783,1,0,0,235
1981.4490075291,1,0,0,204
1981.4517453799,0,0,0,257
1981.4544832307,0,0,0,309
1981.4572210815,0,0,0,313
1981.4599589322,0,0,0,334
1981.462696783,0,0,0,299
1981.4654346338,1,0,0,202
1981.4681724846,1,0,0,221
1981.4709103354,0,0,0,271
1981.4736481862,0,0,0,324
1981.476386037,0,0,0,256
1981.4791238878,0,0,0,284
1981.4818617385,0,0,0,286
1981.4845995893,1,0,0,212
1981.4873374401,1,0,0,209
1981.4900752909,0,0,0,299
1981.4928131417,0,0,0,298
1981.4955509925,0,0,0,269
1981.4982888433,0,0,0,296
1981.5010266941,0,0,0,264
1981.5037645448,1,0,0,215
1981.5065023956,1,0,0,208
1981.5092402464,0,0,0,313
1981.5119780972,0,0,0,308
1981.514715948,0,0,0,303
1981.5174537988,0,0,0,260
1981.5201916496,0,0,0,287
1981.5229295004,1,0,0,197
1981.5256673511,1,0,0,186
1981.5284052019,0,0,0,256
1981.5311430527,0,0,0,304
1981.5338809035,0,0,0,285
1981.5366187543,0,0,0,322
1981.5393566051,0,0,0,295
1981.5420944559,1,0,0,217
1981.5448323066,1,0,0,209
1981.5475701574,0,0,0,280
1981.5503080082,0,0,0,300
1981.553045859,0,0,0,302
1981.5557837098,0,0,0,291
1981.5585215606,0,0,0,282
1981.5612594114,1,0,0,185
1981.5639972622,1,0,0,192
1981.5667351129,0,0,0,285
1981.5694729637,0,0,0,302
1981.5722108145,0,0,0,264
1981.5749486653,0,0,0,303
1981.5776865161,0,0,0,252
1981.5804243669,1,0,0,236
1981.5831622177,1,0,0,203
1981.5859000685,0,0,0,279
1981.5886379192,0,0,0,296
1981.59137577,0,0,0,297
1981.5941136208,0,0,0,292
1981.5968514716,0,0,0,293
1981.5995893224,1,0,0,208
1981.6023271732,1,0,0,192
1981.605065024,0,0,0,290
1981.6078028748,0,0,0,287
1981.6105407255,0,0,0,295
1981.6132785763,0,0,0,283
1981.6160164271,0,0,0,291
1981.6187542779,1,0,0,233
1981.6214921287,1,0,0,212
1981.6242299795,0,0,0,269
1981.6269678303,0,0,0,306
1981.629705681,0,0,0,281
1981.6324435318,0,0,0,265
1981.6351813826,0,0,0,314
1981.6379192334,1,0,0,213
1981.6406570842,1,0,0,209
1981.643394935,0,0,0,272
1981.6461327858,0,0,0,275
1981.6488706366,0,0,0,276
1981.6516084873,0,0,0,271
1981.6543463381,0,0,0,275
1981.6570841889,1,0,0,232
1981.6598220397,1,0,0,203
1981.6625598905,0,0,0,257
1981.6652977413,0,0,0,278
1981.6680355921,0,0,0,290
1981.6707734429,0,0,0,279
1981.6735112936,0,0,0,296
1981.6762491444,1,0,0,232
1981.6789869952,1,0,0,225
1981.681724846,0,1,0,211
1981.6844626968,0,0,0,303
1981.6872005476,0,0,0,298
1981.6899383984,0,0,0,304
1981.6926762492,0,0,0,256
1981.6954140999,1,0,0,212
1981.6981519507,1,0,0,233
1981.7008898015,0,0,0,277
1981.7036276523,0,0,0,319
1981.7063655031,0,0,0,306
1981.7091033539,0,0,0,300
1981.7118412047,0,0,0,318
1981.7145790555,1,0,0,216
1981.7173169062,1,0,0,218
1981.720054757,0,0,0,267
1981.7227926078,0,0,0,301
1981.7255304586,0,0,0,300
1981.7282683094,0,0,0,297
1981.7310061602,0,0,0,298
1981.733744011,1,0,0,239
1981.7364818617,1,0,0,200
1981.7392197125,0,0,0,279
1981.7419575633,0,0,0,267
1981.7446954141,0,0,0,288
1981.7474332649,0,0,0,281
1981.7501711157,0,0,0,296
1981.7529089665,1,0,0,216
1981.7556468173,1,0,0,202
1981.758384668,0,0,0,266
1981.7611225188,0,0,0,300
1981.7638603696,0,0,0,279
1981.7665982204,0,0,0,303
1981.7693360712,0,0,0,282
1981.772073922,1,0,0,214
1981.7748117728,1,0,0,171
1981.7775496236,0,1,0,231
1981.7802874743,0,0,0,277
1981.7830253251,0,0,0,280
1981.7857631759,0,0,0,284
1981.7885010267,0,0,0,264
1981.7912388775,1,0,0,193
1981.7939767283,1,0,0,188
1981.7967145791,0,0,0,277
1981.7994524299,0,0,0,278
1981.8021902806,0,0,0,261
1981.8049281314,0,0,0,270
1981.8076659822,0,0,0,265
