Date,"Number of daily births in Quebec, Jan. 01, 1977 to Dec. 31, 1990",Year,Year fraction,Standard time,Day of week,Weekend,Easter sunday,Easter Friday,Easter Saturday,Easter Monday,Easter,Victoria day,Labour day,Thanksgiving day,Floating holiday
1980-08-17,198,1980,0.6269678303,1980.6269678303,1,1,0,0,0,0,0,0,0,0,0
1980-08-18,255,1980,0.629705681,1980.629705681,2,0,0,0,0,0,0,0,0,0,0
1980-08-19,302,1980,0.6324435318,1980.6324435318,3,0,0,0,0,0,0,0,0,0,0
1980-08-20,249,1980,0.6351813826,1980.6351813826,4,0,0,0,0,0,0,0,0,0,0
1980-08-21,278,1980,0.6379192334,1980.6379192334,5,0,0,0,0,0,0,0,0,0,0
1980-08-22,314,1980,0.6406570842,1980.6406570842,6,0,0,0,0,0,0,0,0,0,0
1980-08-23,265,1980,0.643394935,1980.643394935,7,1,0,0,0,0,0,0,0,0,0
1980-08-24,203,1980,0.6461327858,1980.6461327858,1,1,0,0,0,0,0,0,0,0,0
1980-08-25,309,1980,0.6488706366,1980.6488706366,2,0,0,0,0,0,0,0,0,0,0
1980-08-26,290,1980,0.6516084873,1980.6516084873,3,0,0,0,0,0,0,0,0,0,0
1980-08-27,310,1980,0.6543463381,1980.6543463381,4,0,0,0,0,0,0,0,0,0,0
1980-08-28,275,1980,0.6570841889,1980.6570841889,5,0,0,0,0,0,0,0,0,0,0
1980-08-29,285,1980,0.6598220397,1980.6598220397,6,0,0,0,0,0,0,0,0,0,0
1980-08-30,247,1980,0.6625598905,1980.6625598905,7,1,0,0,0,0,0,0,0,0,0
1980-08-31,198,1980,0.6652977413,1980.6652977413,1,1,0,0,0,0,0,0,0,0,0
1980-09-01,224,1980,0.6680355921,1980.6680355921,2,0,0,0,0,0,0,0,1,0,1
1980-09-02,241,1980,0.6707734428,1980.6707734429,3,0,0,0,0,0,0,0,0,0,0
1980-09-03,286,1980,0.6735112936,1980.6735112936,4,0,0,0,0,0,0,0,0,0,0
1980-09-04,277,1980,0.6762491444,1980.6762491444,5,0,0,0,0,0,0,0,0,0,0
1980-09-05,308,1980,0.6789869952,1980.6789869952,6,0,0,0,0,0,0,0,0,0,0
1980-09-06,232,1980,0.681724846,1980.681724846,7,1,0,0,0,0,0,0,0,0,0
1980-09-07,206,1980,0.6844626968,1980.6844626968,1,1,0,0,0,0,0,0,0,0,0
1980-09-08,248,1980,0.6872005476,1980.6872005476,2,0,0,0,0,0,0,0,0,0,0
1980-09-09,307,1980,0.6899383984,1980.6899383984,3,0,0,0,0,0,0,0,0,0,0
1980-09-10,270,1980,0.6926762491,1980.6926762492,4,0,0,0,0,0,0,0,0,0,0
1980-09-11,305,1980,0.6954140999,1980.6954140999,5,0,0,0,0,0,0,0,0,0,0
1980-09-12,281,1980,0.6981519507,1980.6981519507,6,0,0,0,0,0,0,0,0,0,0
1980-09-13,211,1980,0.7008898015,1980.7008898015,7,1,0,0,0,0,0,0,0,0,0
1980-09-14,260,1980,0.7036276523,1980.7036276523,1,1,0,0,0,0,0,0,0,0,0
1980-09-15,298,1980,0.7063655031,1980.7063655031,2,0,0,0,0,0,0,0,0,0,0
1980-09-16,323,1980,0.7091033539,1980.7091033539,3,0,0,0,0,0,0,0,0,0,0
1980-09-17,350,1980,0.7118412047,1980.7118412047,4,0,0,0,0,0,0,0,0,0,0
1980-09-18,287,1980,0.7145790554,1980.7145790555,5,0,0,0,0,0,0,0,0,0,0
1980-09-19,341,1980,0.7173169062,1980.7173169062,6,0,0,0,0,0,0,0,0,0,0
1980-09-20,218,1980,0.720054757,1980.720054757,7,1,0,0,0,0,0,0,0,0,0
1980-09-21,246,1980,0.7227926078,1980.7227926078,1,1,0,0,0,0,0,0,0,0,0
1980-09-22,320,1980,0.7255304586,1980.7255304586,2,0,0,0,0,0,0,0,0,0,0
1980-09-23,339,1980,0.7282683094,1980.7282683094,3,0,0,0,0,0,0,0,0,0,0
1980-09-24,336,1980,0.7310061602,1980.7310061602,4,0,0,0,0,0,0,0,0,0,0
1980-09-25,334,1980,0.733744011,1980.733744011,5,0,0,0,0,0,0,0,0,0,0
1980-09-26,333,1980,0.7364818617,1980.7364818617,6,0,0,0,0,0,0,0,0,0,0
1980-09-27,231,1980,0.7392197125,1980.7392197125,7,1,0,0,0,0,0,0,0,0,0
1980-09-28,222,1980,0.7419575633,1980.7419575633,1,1,0,0,0,0,0,0,0,0,0
1980-09-29,317,1980,0.7446954141,1980.7446954141,2,0,0,0,0,0,0,0,0,0,0
1980-09-30,366,1980,0.7474332649,1980.7474332649,3,0,0,0,0,0,0,0,0,0,0
1980-10-01,283,1980,0.7501711157,1980.7501711157,4,0,0,0,0,0,0,0,0,0,0
1980-10-02,312,1980,0.7529089665,1980.7529089665,5,0,0,0,0,0,0,0,0,0,0
1980-10-03,279,1980,0.7556468172,1980.7556468173,6,0,0,0,0,0,0,0,0,0,0
1980-10-04,230,1980,0.758384668,1980.758384668,7,1,0,0,0,0,0,0,0,0,0
1980-10-05,195,1980,0.7611225188,1980.7611225188,1,1,0,0,0,0,0,0,0,0,0
1980-10-06,300,1980,0.7638603696,1980.7638603696,2,0,0,0,0,0,0,0,0,0,0
1980-10-07,299,1980,0.7665982204,1980.7665982204,3,0,0,0,0,0,0,0,0,0,0
1980-10-08,268,1980,0.7693360712,1980.7693360712,4,0,0,0,0,0,0,0,0,0,0
1980-10-09,313,1980,0.772073922,1980.772073922,5,0,0,0,0,0,0,0,0,0,0
1980-10-10,299,1980,0.7748117728,1980.7748117728,6,0,0,0,0,0,0,0,0,0,0
1980-10-11,222,1980,0.7775496235,1980.7775496236,7,1,0,0,0,0,0,0,0,0,0
1980-10-12,215,1980,0.7802874743,1980.7802874743,1,1,0,0,0,0,0,0,0,0,0
1980-10-13,237,1980,0.7830253251,1980.7830253251,2,0,0,0,0,0,0,0,0,1,1
1980-10-14,277,1980,0.7857631759,1980.7857631759,3,0,0,0,0,0,0,0,0,0,0
1980-10-15,288,1980,0.7885010267,1980.7885010267,4,0,0,0,0,0,0,0,0,0,0
1980-10-16,276,1980,0.7912388775,1980.7912388775,5,0,0,0,0,0,0,0,0,0,0
1980-10-17,252,1980,0.7939767283,1980.7939767283,6,0,0,0,0,0,0,0,0,0,0
1980-10-18,221,1980,0.7967145791,1980.7967145791,7,1,0,0,0,0,0,0,0,0,0
1980-10-19,219,1980,0.7994524298,1980.7994524299,1,1,0,0,0,0,0,0,0,0,0
1980-10-20,284,1980,0.8021902806,1980.8021902806,2,0,0,0,0,0,0,0,0,0,0
1980-10-21,332,1980,0.8049281314,1980.8049281314,3,0,0,0,0,0,0,0,0,0,0
1980-10-22,259,1980,0.8076659822,1980.8076659822,4,0,0,0,0,0,0,0,0,0,0
1980-10-23,281,1980,0.810403833,1980.810403833,5,0,0,0,0,0,0,0,0,0,0
1980-10-24,268,1980,0.8131416838,1980.8131416838,6,0,0,0,0,0,0,0,0,0,0
1980-10-25,208,1980,0.8158795346,1980.8158795346,7,1,0,0,0,0,0,0,0,0,0
1980-10-26,231,1980,0.8186173854,1980.8186173854,1,1,0,0,0,0,0,0,0,0,0
1980-10-27,260,1980,0.8213552361,1980.8213552361,2,0,0,0,0,0,0,0,0,0,0
1980-10-28,282,1980,0.8240930869,1980.8240930869,3,0,0,0,0,0,0,0,0,0,0
1980-10-29,276,1980,0.8268309377,1980.8268309377,4,0,0,0,0,0,0,0,0,0,0
1980-10-30,267,1980,0.8295687885,1980.8295687885,5,0,0,0,0,0,0,0,0,0,0
1980-10-31,231,1980,0.8323066393,1980.8323066393,6,0,0,0,0,0,0,0,0,0,0
1980-11-01,231,1980,0.8350444901,1980.8350444901,7,1,0,0,0,0,0,0,0,0,0
1980-11-02,213,1980,0.8377823409,1980.8377823409,1,1,0,0,0,0,0,0,0,0,0
1980-11-03,216,1980,0.8405201916,1980.8405201917,2,0,0,0,0,0,0,0,0,0,0
1980-11-04,247,1980,0.8432580424,1980.8432580424,3,0,0,0,0,0,0,0,0,0,0
1980-11-05,273,1980,0.8459958932,1980.8459958932,4,0,0,0,0,0,0,0,0,0,0
1980-11-06,296,1980,0.848733744,1980.848733744,5,0,0,0,0,0,0,0,0,0,0
1980-11-07,251,1980,0.8514715948,1980.8514715948,6,0,0,0,0,0,0,0,0,0,0
1980-11-08,222,1980,0.8542094456,1980.8542094456,7,1,0,0,0,0,0,0,0,0,0
1980-11-09,179,1980,0.8569472964,1980.8569472964,1,1,0,0,0,0,0,0,0,0,0
1980-11-10,233,1980,0.8596851472,1980.8596851472,2,0,0,0,0,0,0,0,0,0,0
1980-11-11,285,1980,0.8624229979,1980.862422998,3,0,0,0,0,0,0,0,0,0,0
1980-11-12,289,1980,0.8651608487,1980.8651608487,4,0,0,0,0,0,0,0,0,0,0
1980-11-13,281,1980,0.8678986995,1980.8678986995,5,0,0,0,0,0,0,0,0,0,0
1980-11-14,254,1980,0.8706365503,1980.8706365503,6,0,0,0,0,0,0,0,0,0,0
1980-11-15,225,1980,0.8733744011,1980.8733744011,7,1,0,0,0,0,0,0,0,0,0
1980-11-16,176,1980,0.8761122519,1980.8761122519,1,1,0,0,0,0,0,0,0,0,0
1980-11-17,279,1980,0.8788501027,1980.8788501027,2,0,0,0,0,0,0,0,0,0,0
1980-11-18,270,1980,0.8815879535,1980.8815879535,3,0,0,0,0,0,0,0,0,0,0
1980-11-19,279,1980,0.8843258042,1980.8843258043,4,0,0,0,0,0,0,0,0,0,0
1980-11-20,273,1980,0.887063655,1980.887063655,5,0,0,0,0,0,0,0,0,0,0
1980-11-21,273,1980,0.8898015058,1980.8898015058,6,0,0,0,0,0,0,0,0,0,0
1980-11-22,172,1980,0.8925393566,1980.8925393566,7,1,0,0,0,0,0,0,0,0,0
1980-11-23,188,1980,0.8952772074,1980.8952772074,1,1,0,0,0,0,0,0,0,0,0
1980-11-24,267,1980,0.8980150582,1980.8980150582,2,0,0,0,0,0,0,0,0,0,0
1980-11-25,261,1980,0.900752909,1980.900752909,3,0,0,0,0,0,0,0,0,0,0
1980-11-26,316,1980,0.9034907598,1980.9034907598,4,0,0,0,0,0,0,0,0,0,0
1980-11-27,252,1980,0.9062286105,1980.9062286105,5,0,0,0,0,0,0,0,0,0,0
1980-11-28,257,1980,0.9089664613,1980.9089664613,6,0,0,0,0,0,0,0,0,0,0
1980-11-29,214,1980,0.9117043121,1980.9117043121,7,1,0,0,0,0,0,0,0,0,0
1980-11-30,183,1980,0.9144421629,1980.9144421629,1,1,0,0,0,0,0,0,0,0,0
1980-12-01,270,1980,0.9171800137,1980.9171800137,2,0,0,0,0,0,0,0,0,0,0
1980-12-02,257,1980,0.9199178645,1980.9199178645,3,0,0,0,0,0,0,0,0,0,0
1980-12-03,256,1980,0.9226557153,1980.9226557153,4,0,0,0,0,0,0,0,0,0,0
1980-12-04,252,1980,0.9253935661,1980.9253935661,5,0,0,0,0,0,0,0,0,0,0
1980-12-05,267,1980,0.9281314168,1980.9281314168,6,0,0,0,0,0,0,0,0,0,0
1980-12-06,193,1980,0.9308692676,1980.9308692676,7,1,0,0,0,0,0,0,0,0,0
1980-12-07,173,1980,0.9336071184,1980.9336071184,1,1,0,0,0,0,0,0,0,0,0
1980-12-08,261,1980,0.9363449692,1980.9363449692,2,0,0,0,0,0,0,0,0,0,0
1980-12-09,254,1980,0.93908282,1980.93908282,3,0,0,0,0,0,0,0,0,0,0
1980-12-10,248,1980,0.9418206708,1980.9418206708,4,0,0,0,0,0,0,0,0,0,0
1980-12-11,273,1980,0.9445585216,1980.9445585216,5,0,0,0,0,0,0,0,0,0,0
1980-12-12,254,1980,0.9472963723,1980.9472963724,6,0,0,0,0,0,0,0,0,0,0
1980-12-13,212,1980,0.9500342231,1980.9500342231,7,1,0,0,0,0,0,0,0,0,0
1980-12-14,188,1980,0.9527720739,1980.9527720739,1,1,0,0,0,0,0,0,0,0,0
1980-12-15,273,1980,0.9555099247,1980.9555099247,2,0,0,0,0,0,0,0,0,0,0
1980-12-16,286,1980,0.9582477755,1980.9582477755,3,0,0,0,0,0,0,0,0,0,0
1980-12-17,268,1980,0.9609856263,1980.9609856263,4,0,0,0,0,0,0,0,0,0,0
1980-12-18,285,1980,0.9637234771,1980.9637234771,5,0,0,0,0,0,0,0,0,0,0
1980-12-19,310,1980,0.9664613279,1980.9664613279,6,0,0,0,0,0,0,0,0,0,0
1980-12-20,205,1980,0.9691991786,1980.9691991787,7,1,0,0,0,0,0,0,0,0,0
1980-12-21,190,1980,0.9719370294,1980.9719370294,1,1,0,0,0,0,0,0,0,0,0
1980-12-22,263,1980,0.9746748802,1980.9746748802,2,0,0,0,0,0,0,0,0,0,0
1980-12-23,263,1980,0.977412731,1980.977412731,3,0,0,0,0,0,0,0,0,0,0
1980-12-24,232,1980,0.9801505818,1980.9801505818,4,0,0,0,0,0,0,0,0,0,0
1980-12-25,168,1980,0.9828884326,1980.9828884326,5,0,0,0,0,0,0,0,0,0,0
1980-12-26,216,1980,0.9856262834,1980.9856262834,6,0,0,0,0,0,0,0,0,0,0
1980-12-27,207,1980,0.9883641342,1980.9883641342,7,1,0,0,0,0,0,0,0,0,0
1980-12-28,213,1980,0.9911019849,1980.991101985,1,1,0,0,0,0,0,0,0,0,0
1980-12-29,278,1980,0.9938398357,1980.9938398357,2,0,0,0,0,0,0,0,0,0,0
1980-12-30,286,1980,0.9965776865,1980.9965776865,3,0,0,0,0,0,0,0,0,0,0
1980-12-31,281,1980,0.9993155373,1980.9993155373,4,0,0,0,0,0,0,0,0,0,0
1981-01-01,211,1981,0,1981,5,0,0,0,0,0,0,0,0,0,0
1981-01-02,254,1981,0.0027378508,1981.0027378508,6,0,0,0,0,0,0,0,0,0,0
1981-01-03,196,1981,0.0054757016,1981.0054757016,7,1,0,0,0,0,0,0,0,0,0
1981-01-04,232,1981,0.0082135524,1981.0082135524,1,1,0,0,0,0,0,0,0,0,0
1981-01-05,282,1981,0.0109514031,1981.0109514032,2,0,0,0,0,0,0,0,0,0,0
1981-01-06,289,1981,0.0136892539,1981.0136892539,3,0,0,0,0,0,0,0,0,0,0
1981-01-07,279,1981,0.0164271047,1981.0164271047,4,0,0,0,0,0,0,0,0,0,0
1981-01-08,242,1981,0.0191649555,1981.0191649555,5,0,0,0,0,0,0,0,0,0,0
1981-01-09,294,1981,0.0219028063,1981.0219028063,6,0,0,0,0,0,0,0,0,0,0
1981-01-10,203,1981,0.0246406571,1981.0246406571,7,1,0,0,0,0,0,0,0,0,0
1981-01-11,208,1981,0.0273785079,1981.0273785079,1,1,0,0,0,0,0,0,0,0,0
1981-01-12,265,1981,0.0301163587,1981.0301163587,2,0,0,0,0,0,0,0,0,0,0
1981-01-13,273,1981,0.0328542094,1981.0328542095,3,0,0,0,0,0,0,0,0,0,0
1981-01-14,247,1981,0.0355920602,1981.0355920602,4,0,0,0,0,0,0,0,0,0,0
1981-01-15,251,1981,0.038329911,1981.038329911,5,0,0,0,0,0,0,0,0,0,0
1981-01-16,247,1981,0.0410677618,1981.0410677618,6,0,0,0,0,0,0,0,0,0,0
1981-01-17,234,1981,0.0438056126,1981.0438056126,7,1,0,0,0,0,0,0,0,0,0
1981-01-18,218,1981,0.0465434634,1981.0465434634,1,1,0,0,0,0,0,0,0,0,0
1981-01-19,267,1981,0.0492813142,1981.0492813142,2,0,0,0,0,0,0,0,0,0,0
1981-01-20,280,1981,0.052019165,1981.052019165,3,0,0,0,0,0,0,0,0,0,0
1981-01-21,272,1981,0.0547570157,1981.0547570158,4,0,0,0,0,0,0,0,0,0,0
1981-01-22,260,1981,0.0574948665,1981.0574948665,5,0,0,0,0,0,0,0,0,0,0
1981-01-23,273,1981,0.0602327173,1981.0602327173,6,0,0,0,0,0,0,0,0,0,0
1981-01-24,176,1981,0.0629705681,1981.0629705681,7,1,0,0,0,0,0,0,0,0,0
1981-01-25,204,1981,0.0657084189,1981.0657084189,1,1,0,0,0,0,0,0,0,0,0
1981-01-26,247,1981,0.0684462697,1981.0684462697,2,0,0,0,0,0,0,0,0,0,0
1981-01-27,275,1981,0.0711841205,1981.0711841205,3,0,0,0,0,0,0,0,0,0,0
1981-01-28,285,1981,0.0739219713,1981.0739219713,4,0,0,0,0,0,0,0,0,0,0
1981-01-29,279,1981,0.076659822,1981.076659822,5,0,0,0,0,0,0,0,0,0,0
1981-01-30,273,1981,0.0793976728,1981.0793976728,6,0,0,0,0,0,0,0,0,0,0
1981-01-31,211,1981,0.0821355236,1981.0821355236,7,1,0,0,0,0,0,0,0,0,0
1981-02-01,183,1981,0.0848733744,1981.0848733744,1,1,0,0,0,0,0,0,0,0,0
1981-02-02,279,1981,0.0876112252,1981.0876112252,2,0,0,0,0,0,0,0,0,0,0
1981-02-03,255,1981,0.090349076,1981.090349076,3,0,0,0,0,0,0,0,0,0,0
1981-02-04,276,1981,0.0930869268,1981.0930869268,4,0,0,0,0,0,0,0,0,0,0
1981-02-05,260,1981,0.0958247775,1981.0958247776,5,0,0,0,0,0,0,0,0,0,0
1981-02-06,298,1981,0.0985626283,1981.0985626283,6,0,0,0,0,0,0,0,0,0,0
1981-02-07,212,1981,0.1013004791,1981.1013004791,7,1,0,0,0,0,0,0,0,0,0
1981-02-08,203,1981,0.1040383299,1981.1040383299,1,1,0,0,0,0,0,0,0,0,0
1981-02-09,266,1981,0.1067761807,1981.1067761807,2,0,0,0,0,0,0,0,0,0,0
1981-02-10,290,1981,0.1095140315,1981.1095140315,3,0,0,0,0,0,0,0,0,0,0
1981-02-11,277,1981,0.1122518823,1981.1122518823,4,0,0,0,0,0,0,0,0,0,0
1981-02-12,291,1981,0.1149897331,1981.1149897331,5,0,0,0,0,0,0,0,0,0,0
1981-02-13,253,1981,0.1177275838,1981.1177275839,6,0,0,0,0,0,0,0,0,0,0
1981-02-14,185,1981,0.1204654346,1981.1204654346,7,1,0,0,0,0,0,0,0,0,0
1981-02-15,212,1981,0.1232032854,1981.1232032854,1,1,0,0,0,0,0,0,0,0,0
1981-02-16,258,1981,0.1259411362,1981.1259411362,2,0,0,0,0,0,0,0,0,0,0
1981-02-17,309,1981,0.128678987,1981.128678987,3,0,0,0,0,0,0,0,0,0,0
1981-02-18,281,1981,0.1314168378,1981.1314168378,4,0,0,0,0,0,0,0,0,0,0
1981-02-19,276,1981,0.1341546886,1981.1341546886,5,0,0,0,0,0,0,0,0,0,0
1981-02-20,276,1981,0.1368925394,1981.1368925394,6,0,0,0,0,0,0,0,0,0,0
1981-02-21,214,1981,0.1396303901,1981.1396303902,7,1,0,0,0,0,0,0,0,0,0
1981-02-22,234,1981,0.1423682409,1981.1423682409,1,1,0,0,0,0,0,0,0,0,0
1981-02-23,279,1981,0.1451060917,1981.1451060917,2,0,0,0,0,0,0,0,0,0,0
1981-02-24,300,1981,0.1478439425,1981.1478439425,3,0,0,0,0,0,0,0,0,0,0
1981-02-25,299,1981,0.1505817933,1981.1505817933,4,0,0,0,0,0,0,0,0,0,0
1981-02-26,298,1981,0.1533196441,1981.1533196441,5,0,0,0,0,0,0,0,0,0,0
1981-02-27,278,1981,0.1560574949,1981.1560574949,6,0,0,0,0,0,0,0,0,0,0
1981-02-28,224,1981,0.1587953457,1981.1587953457,7,1,0,0,0,0,0,0,0,0,0
1981-03-01,232,1981,0.1615331964,1981.1615331964,1,1,0,0,0,0,0,0,0,0,0
1981-03-02,276,1981,0.1642710472,1981.1642710472,2,0,0,0,0,0,0,0,0,0,0
1981-03-03,301,1981,0.167008898,1981.167008898,3,0,0,0,0,0,0,0,0,0,0
1981-03-04,264,1981,0.1697467488,1981.1697467488,4,0,0,0,0,0,0,0,0,0,0
1981-03-05,286,1981,0.1724845996,1981.1724845996,5,0,0,0,0,0,0,0,0,0,0
1981-03-06,318,1981,0.1752224504,1981.1752224504,6,0,0,0,0,0,0,0,0,0,0
1981-03-07,233,1981,0.1779603012,1981.1779603012,7,1,0,0,0,0,0,0,0,0,0
1981-03-08,233,1981,0.180698152,1981.180698152,1,1,0,0,0,0,0,0,0,0,0
1981-03-09,285,1981,0.1834360027,1981.1834360027,2,0,0,0,0,0,0,0,0,0,0
1981-03-10,301,1981,0.1861738535,1981.1861738535,3,0,0,0,0,0,0,0,0,0,0
1981-03-11,279,1981,0.1889117043,1981.1889117043,4,0,0,0,0,0,0,0,0,0,0
1981-03-12,312,1981,0.1916495551,1981.1916495551,5,0,0,0,0,0,0,0,0,0,0
1981-03-13,305,1981,0.1943874059,1981.1943874059,6,0,0,0,0,0,0,0,0,0,0
1981-03-14,225,1981,0.1971252567,1981.1971252567,7,1,0,0,0,0,0,0,0,0,0
1981-03-15,186,1981,0.1998631075,1981.1998631075,1,1,0,0,0,0,0,0,0,0,0
1981-03-16,287,1981,0.2026009582,1981.2026009583,2,0,0,0,0,0,0,0,0,0,0
1981-03-17,306,1981,0.205338809,1981.205338809,3,0,0,0,0,0,0,0,0,0,0
1981-03-18,336,1981,0.2080766598,1981.2080766598,4,0,0,0,0,0,0,0,0,0,0
1981-03-19,295,1981,0.2108145106,1981.2108145106,5,0,0,0,0,0,0,0,0,0,0
1981-03-20,290,1981,0.2135523614,1981.2135523614,6,0,0,0,0,0,0,0,0,0,0
1981-03-21,223,1981,0.2162902122,1981.2162902122,7,1,0,0,0,0,0,0,0,0,0
1981-03-22,221,1981,0.219028063,1981.219028063,1,1,0,0,0,0,0,0,0,0,0
1981-03-23,325,1981,0.2217659138,1981.2217659138,2,0,0,0,0,0,0,0,0,0,0
1981-03-24,298,1981,0.2245037645,1981.2245037646,3,0,0,0,0,0,0,0,0,0,0
1981-03-25,279,1981,0.2272416153,1981.2272416153,4,0,0,0,0,0,0,0,0,0,0
1981-03-26,305,1981,0.2299794661,1981.2299794661,5,0,0,0,0,0,0,0,0,0,0
1981-03-27,324,1981,0.2327173169,1981.2327173169,6,0,0,0,0,0,0,0,0,0,0
1981-03-28,209,1981,0.2354551677,1981.2354551677,7,1,0,0,0,0,0,0,0,0,0
1981-03-29,224,1981,0.2381930185,1981.2381930185,1,1,0,0,0,0,0,0,0,0,0
1981-03-30,298,1981,0.2409308693,1981.2409308693,2,0,0,0,0,0,0,0,0,0,0
1981-03-31,340,1981,0.2436687201,1981.2436687201,3,0,0,0,0,0,0,0,0,0,0
1981-04-01,306,1981,0.2464065708,1981.2464065709,4,0,0,0,0,0,0,0,0,0,0
1981-04-02,298,1981,0.2491444216,1981.2491444216,5,0,0,0,0,0,0,0,0,0,0
1981-04-03,300,1981,0.2518822724,1981.2518822724,6,0,0,0,0,0,0,0,0,0,0
1981-04-04,244,1981,0.2546201232,1981.2546201232,7,1,0,0,0,0,0,0,0,0,0
1981-04-05,224,1981,0.257357974,1981.257357974,1,1,0,0,0,0,0,0,0,0,0
1981-04-06,317,1981,0.2600958248,1981.2600958248,2,0,0,0,0,0,0,0,0,0,0
1981-04-07,305,1981,0.2628336756,1981.2628336756,3,0,0,0,0,0,0,0,0,0,0
1981-04-08,292,1981,0.2655715264,1981.2655715264,4,0,0,0,0,0,0,0,0,0,0
1981-04-09,311,1981,0.2683093771,1981.2683093771,5,0,0,0,0,0,0,0,0,0,0
1981-04-10,324,1981,0.2710472279,1981.2710472279,6,0,0,0,0,0,0,0,0,0,0
1981-04-11,210,1981,0.2737850787,1981.2737850787,7,1,0,0,0,0,0,0,0,0,0
1981-04-12,206,1981,0.2765229295,1981.2765229295,1,1,0,0,0,0,0,0,0,0,0
1981-04-13,256,1981,0.2792607803,1981.2792607803,2,0,0,0,0,0,0,0,0,0,0
1981-04-14,302,1981,0.2819986311,1981.2819986311,3,0,0,0,0,0,0,0,0,0,0
1981-04-15,291,1981,0.2847364819,1981.2847364819,4,0,0,0,0,0,0,0,0,0,0
1981-04-16,341,1981,0.2874743326,1981.2874743327,5,0,0,0,0,0,0,0,0,0,0
1981-04-17,290,1981,0.2902121834,1981.2902121834,6,0,0,1,0,0,1,0,0,0,0
1981-04-18,222,1981,0.2929500342,1981.2929500342,7,1,0,0,1,0,1,0,0,0,0
1981-04-19,207,1981,0.295687885,1981.295687885,1,1,1,0,0,0,1,0,0,0,0
1981-04-20,265,1981,0.2984257358,1981.2984257358,2,0,0,0,0,1,1,0,0,0,0
1981-04-21,309,1981,0.3011635866,1981.3011635866,3,0,0,0,0,0,0,0,0,0,0
1981-04-22,303,1981,0.3039014374,1981.3039014374,4,0,0,0,0,0,0,0,0,0,0
1981-04-23,330,1981,0.3066392882,1981.3066392882,5,0,0,0,0,0,0,0,0,0,0
1981-04-24,344,1981,0.3093771389,1981.309377139,6,0,0,0,0,0,0,0,0,0,0
1981-04-25,254,1981,0.3121149897,1981.3121149897,7,1,0,0,0,0,0,0,0,0,0
1981-04-26,230,1981,0.3148528405,1981.3148528405,1,1,0,0,0,0,0,0,0,0,0
1981-04-27,288,1981,0.3175906913,1981.3175906913,2,0,0,0,0,0,0,0,0,0,0
1981-04-28,298,1981,0.3203285421,1981.3203285421,3,0,0,0,0,0,0,0,0,0,0
1981-04-29,308,1981,0.3230663929,1981.3230663929,4,0,0,0,0,0,0,0,0,0,0
1981-04-30,288,1981,0.3258042437,1981.3258042437,5,0,0,0,0,0,0,0,0,0,0
1981-05-01,284,1981,0.3285420945,1981.3285420945,6,0,0,0,0,0,0,0,0,0,0
1981-05-02,210,1981,0.3312799452,1981.3312799453,7,1,0,0,0,0,0,0,0,0,0
1981-05-03,233,1981,0.334017796,1981.334017796,1,1,0,0,0,0,0,0,0,0,0
1981-05-04,311,1981,0.3367556468,1981.3367556468,2,0,0,0,0,0,0,0,0,0,0
1981-05-05,311,1981,0.3394934976,1981.3394934976,3,0,0,0,0,0,0,0,0,0,0
1981-05-06,311,1981,0.3422313484,1981.3422313484,4,0,0,0,0,0,0,0,0,0,0
1981-05-07,289,1981,0.3449691992,1981.3449691992,5,0,0,0,0,0,0,0,0,0,0
1981-05-08,322,1981,0.34770705,1981.34770705,6,0,0,0,0,0,0,0,0,0,0
1981-05-09,225,1981,0.3504449008,1981.3504449008,7,1,0,0,0,0,0,0,0,0,0
1981-05-10,228,1981,0.3531827515,1981.3531827515,1,1,0,0,0,0,0,0,0,0,0
1981-05-11,273,1981,0.3559206023,1981.3559206023,2,0,0,0,0,0,0,0,0,0,0
1981-05-12,295,1981,0.3586584531,1981.3586584531,3,0,0,0,0,0,0,0,0,0,0
1981-05-13,283,1981,0.3613963039,1981.3613963039,4,0,0,0,0,0,0,0,0,0,0
1981-05-14,314,1981,0.3641341547,1981.3641341547,5,0,0,0,0,0,0,0,0,0,0
1981-05-15,293,1981,0.3668720055,1981.3668720055,6,0,0,0,0,0,0,0,0,0,0
1981-05-16,198,1981,0.3696098563,1981.3696098563,7,1,0,0,0,0,0,0,0,0,0
1981-05-17,203,1981,0.372347707,1981.3723477071,1,1,0,0,0,0,0,0,0,0,0
1981-05-18,255,1981,0.3750855578,1981.3750855578,2,0,0,0,0,0,0,1,0,0,1
1981-05-19,303,1981,0.3778234086,1981.3778234086,3,0,0,0,0,0,0,0,0,0,0
1981-05-20,298,1981,0.3805612594,1981.3805612594,4,0,0,0,0,0,0,0,0,0,0
1981-05-21,300,1981,0.3832991102,1981.3832991102,5,0,0,0,0,0,0,0,0,0,0
1981-05-22,305,1981,0.386036961,1981.386036961,6,0,0,0,0,0,0,0,0,0,0
1981-05-23,250,1981,0.3887748118,1981.3887748118,7,1,0,0,0,0,0,0,0,0,0
1981-05-24,199,1981,0.3915126626,1981.3915126626,1,1,0,0,0,0,0,0,0,0,0
1981-05-25,276,1981,0.3942505133,1981.3942505134,2,0,0,0,0,0,0,0,0,0,0
1981-05-26,276,1981,0.3969883641,1981.3969883641,3,0,0,0,0,0,0,0,0,0,0
1981-05-27,275,1981,0.3997262149,1981.3997262149,4,0,0,0,0,0,0,0,0,0,0
